1.142000000000000000e+03,-1.800000000000000000e+01
2.735000000000000000e+03,-1.600000000000000000e+01
3.711000000000000000e+03,-2.100000000000000000e+01
5.127000000000000000e+03,-1.800000000000000000e+01
5.974000000000000000e+03,-2.100000000000000000e+01
7.003000000000000000e+03,-1.900000000000000000e+01
8.222000000000000000e+03,-2.000000000000000000e+01
9.710000000000000000e+03,-1.400000000000000000e+01
1.100600000000000000e+04,-1.600000000000000000e+01
1.193700000000000000e+04,-2.100000000000000000e+01
1.329100000000000000e+04,-1.900000000000000000e+01
1.462300000000000000e+04,-1.700000000000000000e+01
1.558700000000000000e+04,-2.100000000000000000e+01
1.692200000000000000e+04,-1.700000000000000000e+01
1.826400000000000000e+04,-2.000000000000000000e+01
2.003000000000000000e+04,-1.800000000000000000e+01
2.170400000000000000e+04,-1.600000000000000000e+01
2.324500000000000000e+04,-1.700000000000000000e+01
2.458000000000000000e+04,-1.600000000000000000e+01
2.576600000000000000e+04,-1.900000000000000000e+01
2.693700000000000000e+04,-2.000000000000000000e+01
2.816400000000000000e+04,-2.000000000000000000e+01
2.954400000000000000e+04,-1.700000000000000000e+01
3.094200000000000000e+04,-1.800000000000000000e+01
3.269000000000000000e+04,-1.400000000000000000e+01
3.361500000000000000e+04,-2.100000000000000000e+01
3.461900000000000000e+04,-2.100000000000000000e+01
3.597600000000000000e+04,-2.000000000000000000e+01
3.711500000000000000e+04,-1.900000000000000000e+01
3.881500000000000000e+04,-1.700000000000000000e+01
3.996700000000000000e+04,-2.100000000000000000e+01
4.114400000000000000e+04,-2.000000000000000000e+01
4.253300000000000000e+04,-1.800000000000000000e+01
4.410200000000000000e+04,-1.300000000000000000e+01
4.526300000000000000e+04,-1.900000000000000000e+01
4.710100000000000000e+04,-1.500000000000000000e+01
4.802900000000000000e+04,-2.100000000000000000e+01
4.944900000000000000e+04,-1.800000000000000000e+01
5.079700000000000000e+04,-2.100000000000000000e+01
5.202400000000000000e+04,-1.800000000000000000e+01
5.368700000000000000e+04,-1.200000000000000000e+01
5.479100000000000000e+04,-2.000000000000000000e+01
5.638300000000000000e+04,-1.400000000000000000e+01
5.778500000000000000e+04,-1.700000000000000000e+01
5.907900000000000000e+04,-1.900000000000000000e+01
6.054400000000000000e+04,-1.600000000000000000e+01
6.162100000000000000e+04,-2.000000000000000000e+01
6.288300000000000000e+04,-2.000000000000000000e+01
6.425200000000000000e+04,-1.600000000000000000e+01
6.580000000000000000e+04,-1.500000000000000000e+01
6.722700000000000000e+04,-1.500000000000000000e+01
6.906600000000000000e+04,-1.300000000000000000e+01
7.065000000000000000e+04,-1.500000000000000000e+01
7.217200000000000000e+04,-1.700000000000000000e+01
7.377300000000000000e+04,-1.400000000000000000e+01
7.553100000000000000e+04,-1.400000000000000000e+01
7.697600000000000000e+04,-1.600000000000000000e+01
7.818600000000000000e+04,-1.900000000000000000e+01
7.962100000000000000e+04,-1.600000000000000000e+01
8.064400000000000000e+04,-2.000000000000000000e+01
8.200900000000000000e+04,-1.700000000000000000e+01
8.373700000000000000e+04,-1.500000000000000000e+01
8.557300000000000000e+04,-1.200000000000000000e+01
8.689600000000000000e+04,-1.800000000000000000e+01
8.876100000000000000e+04,-1.200000000000000000e+01
9.034600000000000000e+04,-1.800000000000000000e+01
9.186400000000000000e+04,-1.500000000000000000e+01
9.372100000000000000e+04,-1.200000000000000000e+01
9.489300000000000000e+04,-1.900000000000000000e+01
9.594600000000000000e+04,-2.000000000000000000e+01
9.724400000000000000e+04,-1.800000000000000000e+01
9.863800000000000000e+04,-1.600000000000000000e+01
1.004800000000000000e+05,-1.200000000000000000e+01
1.020600000000000000e+05,-1.500000000000000000e+01
1.037120000000000000e+05,-1.400000000000000000e+01
1.052870000000000000e+05,-1.600000000000000000e+01
1.075680000000000000e+05,-1.200000000000000000e+01
1.094230000000000000e+05,-1.100000000000000000e+01
1.111560000000000000e+05,-1.300000000000000000e+01
1.129980000000000000e+05,-1.600000000000000000e+01
1.146800000000000000e+05,-1.300000000000000000e+01
1.167560000000000000e+05,-8.000000000000000000e+00
1.187570000000000000e+05,-1.200000000000000000e+01
1.203570000000000000e+05,-1.600000000000000000e+01
1.225570000000000000e+05,-1.200000000000000000e+01
1.247250000000000000e+05,-1.400000000000000000e+01
1.263420000000000000e+05,-1.300000000000000000e+01
1.280120000000000000e+05,-1.400000000000000000e+01
1.295220000000000000e+05,-1.700000000000000000e+01
1.314350000000000000e+05,-1.200000000000000000e+01
1.337720000000000000e+05,-1.300000000000000000e+01
1.358990000000000000e+05,-1.200000000000000000e+01
1.377170000000000000e+05,-1.300000000000000000e+01
1.395730000000000000e+05,-1.400000000000000000e+01
1.417070000000000000e+05,-7.000000000000000000e+00
1.437510000000000000e+05,-1.600000000000000000e+01
1.456400000000000000e+05,-1.400000000000000000e+01
1.471060000000000000e+05,-1.700000000000000000e+01
1.490230000000000000e+05,-1.300000000000000000e+01
1.507750000000000000e+05,-1.600000000000000000e+01
1.526620000000000000e+05,-1.300000000000000000e+01
1.544680000000000000e+05,-1.300000000000000000e+01
